"id","source","pmcid","title","journalTitle","issue","journalVolume","pubYear","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate","journalIssn","doi","authorString","pmid"
"37912663","MED","PMC10147174","The Status of Our Profession and Its Educational Methods in England, as Shown in Recent Publications.","Int Dent J (Phila)","1","21","1900","3-21","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-11-02","1900-01-01","1069-0441",NA,"Trueman WH.","37912663"
"37912662","MED","PMC10147173","Apollonia, the ""Patron Saint of Dentistry"".","Int Dent J (Phila)","1","21","1900","1-3","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2023-11-02","1900-01-01","1069-0441",NA,"Peirce CN.","37912662"
"37912661","MED","PMC10147172","National Dental Association.","Int Dent J (Phila)","1","21","1900","21-31","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-11-02","1900-01-01","1069-0441",NA,NA,"37912661"
"36955162","MED","PMC9595790","Urinalysis.","Tex Med J (Austin)","7","15","1900","359-363","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,"Neville WR.","36955162"
"36955161","MED","PMC9595788","Lady Churchill and Mrs. Maybrick.","Tex Med J (Austin)","7","15","1900","399-400","editorial","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,NA,"36955161"
"36955160","MED","PMC9595785","New York Academy of Medicine: Section on Orthopaedic Surgery.-Meeting of Nov. 17, 1899.","Tex Med J (Austin)","7","15","1900","372-377","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,NA,"36955160"
"36955159","MED","PMC9595784","How We Apples Do Swim.","Tex Med J (Austin)","7","15","1900","400-404","editorial","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,NA,"36955159"
"36955158","MED","PMC9595782","Acute Bronchitis.","Tex Med J (Austin)","7","15","1900","394","other; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,NA,"36955158"
"36955157","MED","PMC9595781","Antitoxins in the Prevention and Treatment of Disease.","Tex Med J (Austin)","7","15","1900","389-393","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,"Woldert EA.","36955157"
"36955156","MED","PMC9595780","Thirteenth Semi-Annual Meeting of the Central Texas Medical Association, Waco, Texas, January 9-10, 1900.","Tex Med J (Austin)","7","15","1900","381-385","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,NA,"36955156"
"36955155","MED","PMC9595779","The First Stage of Labor.","Tex Med J (Austin)","7","15","1900","368-372","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,"Taylor WC.","36955155"
"36955154","MED","PMC9595778","The Baby's First Week.","Tex Med J (Austin)","7","15","1900","364-366","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,"Cummings HW.","36955154"
"36955153","MED","PMC9595777","Medical News and Miscellany.","Tex Med J (Austin)","7","15","1900","404-408","other; news","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,NA,"36955153"
"36955152","MED","PMC9595776","Western Texas Medical Association: Meeting December 28, 1899.-Important Resolutions Adopted.","Tex Med J (Austin)","7","15","1900","385-386","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,NA,"36955152"
"36955151","MED","PMC9595775","Dental Department.","Tex Med J (Austin)","7","15","1900","377-381","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,"Casper FS.","36955151"
"36955150","MED","PMC9595774","To Remove Tonsils.","Tex Med J (Austin)","7","15","1900","394","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,NA,"36955150"
"36955149","MED","PMC9595773","Erysipelas.","Tex Med J (Austin)","7","15","1900","366-368","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,"Lankford ML.","36955149"
"36955148","MED","PMC9595772","Appeal for Aid.","Tex Med J (Austin)","7","15","1900","387-389","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,NA,"36955148"
"36955147","MED","PMC9595771","The Death Rate from Nephritis in 140 Cities in the United States, for 1898.","Tex Med J (Austin)","7","15","1900","355-358","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,"Wilkinson CH.","36955147"
"36955146","MED","PMC9595769","Padding for Splints.","Tex Med J (Austin)","7","15","1900","394","other; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,NA,"36955146"
"36955145","MED","PMC9595767","To the Members of the Medical Profession in the United States.","Tex Med J (Austin)","7","15","1900","393-394","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,"Keen WW.","36955145"
"36955144","MED","PMC9595766","Vivisection: The Anti-Vivisection Society.","Tex Med J (Austin)","7","15","1900","395-399","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-25","1900-01-01","0892-8495",NA,NA,"36955144"
"PMC9595787","PMC","PMC9595787","The Principles and Practice of Hydrotherapy : A Guide to the Application of Water in Disease. For Students and Practitioners of Medicine","Tex Med J (Austin)","7","15","1900","409-409","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-24","1900-01-01","0892-8495",NA,NA,NA
"PMC9595786","PMC","PMC9595786","Practical Chemistry of Second Year in the Medical Department of the University of Texas","Tex Med J (Austin)","7","15","1900","412-412","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-24","1900-01-01","0892-8495",NA,NA,NA
"PMC9595783","PMC","PMC9595783","Progressive Medicine, Volume II : A Quarterly Digest of Advances, Discoveries, and Improvements in the Medical and Surgical Sciences","Tex Med J (Austin)","7","15","1900","410-410","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-24","1900-01-01","0892-8495",NA,NA,NA
"PMC9595770","PMC","PMC9595770","Progressive Medicine, Volume III : A Quarterly Digest of Advances, Discoveries and Improvements in the Medical and Surgical Sciences","Tex Med J (Austin)","7","15","1900","409-410","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-24","1900-01-01","0892-8495",NA,NA,NA
"36884864","MED","PMC8723419","Some of the Causes and Effects of Mouth Breathing.","Buffalo Med J","6","39","1900","414-418","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,"Ingersoll JM.","36884864"
"36884865","MED","PMC8723420","Illegal Medicine.","Buffalo Med J","6","39","1900","439-444","review-article; review; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,"Wilson NW.","36884865"
"36884863","MED","PMC8723418","A. D. 1900.","Buffalo Med J","6","39","1900","450-452","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,NA,"36884863"
"36884862","MED","PMC8723415","Buffalo Academy of Medicine: Section on Medicine, Tuesday Evening, November 14, 1899.","Buffalo Med J","6","39","1900","427-434","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,"Clemesha JC.","36884862"
"36884859","MED","PMC8723410","Ophthalmology.","Buffalo Med J","6","39","1900","436-439","review-article; review; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,"Hubbell AA.","36884859"
"36884861","MED","PMC8723412","Osteopaths Must Leave Kentucky.","Buffalo Med J","6","39","1900","453-454","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,NA,"36884861"
"36884860","MED","PMC8723411","Medical Society of the County of Chautauqua.","Buffalo Med J","6","39","1900","434-436","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,"Ellis CE.","36884860"
"36884857","MED","PMC8723407","The Hygiene of the Asthmatic.","Buffalo Med J","6","39","1900","405-414","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,"Jack GN.","36884857"
"36884856","MED","PMC8723406","Society Meetings.","Buffalo Med J","6","39","1900","460-463","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,NA,"36884856"
"36884858","MED","PMC8723408","Personal.","Buffalo Med J","6","39","1900","457-458","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,NA,"36884858"
"36884848","MED","PMC8723392","Etiological Relation of Autointoxication and Autoinfection to Diseases of the Eye.","Buffalo Med J","6","39","1900","399-405","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,"Hubbell AA.","36884848"
"36884849","MED","PMC8723393","Literary Notes.","Buffalo Med J","6","39","1900","476-478","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,NA,"36884849"
"36884851","MED","PMC8723395","Item.","Buffalo Med J","6","39","1900","478","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,NA,"36884851"
"36884847","MED","PMC8723391","Acting Assistant Surgeons, U. S. Army.","Buffalo Med J","6","39","1900","454-457","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,NA,"36884847"
"36884854","MED","PMC8723402","Cephalagra and Tic-Douloureux from Accessory Sinus Affection.","Buffalo Med J","6","39","1900","423-427","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,"Snow SF.","36884854"
"36884855","MED","PMC8723404","College and Hospital Notes.","Buffalo Med J","6","39","1900","463-465","news","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,NA,"36884855"
"36884850","MED","PMC8723394","English and American Contract Surgeons.","Buffalo Med J","6","39","1900","452","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,NA,"36884850"
"36884852","MED","PMC8723397","Genito-Urinary and Syphilitic Diseases.","Buffalo Med J","6","39","1900","444-446","review-article; review; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,"Daggett BH.","36884852"
"36884853","MED","PMC8723399","On the Resuscitation of Apparently Dead Newborn by Laborde's Method.","Buffalo Med J","6","39","1900","418-423","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-09","1900-01-01","1040-3817",NA,"Fronczak FE.","36884853"
"PMC8723409","PMC","PMC8723409","General Pathology, or the Science of the Causes, Nature, and Course of the Pathological Disturbances Which Occur in the Living Subject","Buffalo Med J","6","39","1900","465-467","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-08","1900-01-01","1040-3817",NA,NA,NA
"PMC8723413","PMC","PMC8723413","Dr. Henry Hodgen Mudd","Buffalo Med J","6","39","1900","460-460","obituary","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-08","1900-01-01","1040-3817",NA,NA,NA
"PMC8723390","PMC","PMC8723390","Book Reviews","Buffalo Med J","6","39","1900","467-475","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-08","1900-01-01","1040-3817",NA,NA,NA
"PMC8723403","PMC","PMC8723403","The Nervous System and Its Constituent Neurones : Designed for the Use of Practitioners of Medicine, and of Students","Buffalo Med J","6","39","1900","468-470","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-08","1900-01-01","1040-3817",NA,NA,NA
"PMC8723405","PMC","PMC8723405","Accidental Wounds of the Female Bladder","Buffalo Med J","6","39","1900","448-449","abstract","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-08","1900-01-01","1040-3817",NA,NA,NA
"PMC8723398","PMC","PMC8723398","Dr. Andrew J. Volker","Buffalo Med J","6","39","1900","460-460","obituary","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-08","1900-01-01","1040-3817",NA,NA,NA
"PMC8723401","PMC","PMC8723401","A Compend of Gynecology","Buffalo Med J","6","39","1900","471-472","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-08","1900-01-01","1040-3817",NA,NA,NA
"PMC8723396","PMC","PMC8723396","Dr. W. E. Robbins","Buffalo Med J","6","39","1900","458-459","obituary","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-08","1900-01-01","1040-3817",NA,NA,NA
"PMC8723400","PMC","PMC8723400","A Compend of the Diseases of the Eye and Refraction : Including Treatment and Surgery","Buffalo Med J","6","39","1900","474-474","book-review; book review","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2023-03-08","1900-01-01","1040-3817",NA,NA,NA
"PMC8723389","PMC","PMC8723389","Cause and Prevention of Infant Mortality","Buffalo Med J","6","39","1900","446-447","abstract","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2023-03-08","1900-01-01","1040-3817",NA,NA,NA
"36393561","MED","PMC9346682","Department of Surgery.","J Comp Med Vet Arch","1","21","1900","35-37","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Wyman WEA, Merillat LA, Sloan JA, Jay R.","36393561"
"36393560","MED","PMC9346681","Observations on the Foot and Its Ailments.","J Comp Med Vet Arch","1","21","1900","13-18","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Scott TW.","36393560"
"36393558","MED","PMC9346678","Maine Veterinary Medical Association.","J Comp Med Vet Arch","1","21","1900","61","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Salley IL.","36393558"
"36393562","MED","PMC9346683","University of Pennsylvania, Department of Veterinary Medicine.","J Comp Med Vet Arch","1","21","1900","50-51","letter; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Pearson L.","36393562"
"36393557","MED","PMC9346677","Notes.","J Comp Med Vet Arch","1","21","1900","51-54","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,NA,"36393557"
"36393563","MED","PMC9346684","Case Reports.","J Comp Med Vet Arch","1","21","1900","39-40","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Nesom GE.","36393563"
"36393559","MED","PMC9346680","Routine Manipulations and Operations from the Stand-Point of Asepsis and Antisepsis.","J Comp Med Vet Arch","1","21","1900","1-7","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Lowe WH.","36393559"
"36393556","MED","PMC9346676","Meat-Inspection.","J Comp Med Vet Arch","1","21","1900","7-13","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Burkholder SG.","36393556"
"36393549","MED","PMC9346668","Veterinary Medical Society, University of Pennsylvania.","J Comp Med Vet Arch","1","21","1900","60-61","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Bender HE.","36393549"
"36393548","MED","PMC9346667","State Control of Glanders in Minnesota.","J Comp Med Vet Arch","1","21","1900","27-34","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2022-11-18","1900-01-01",NA,NA,"Reynolds MH.","36393548"
"36393550","MED","PMC9346669","Detroit, September, 1900.","J Comp Med Vet Arch","1","21","1900","45-46","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,NA,"36393550"
"36393547","MED","PMC9346666","Current Thoughts.","J Comp Med Vet Arch","1","21","1900","62","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,NA,"36393547"
"36393555","MED","PMC9346674","Illinois State Veterinary Medical Association.","J Comp Med Vet Arch","1","21","1900","56-58","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Worms AC.","36393555"
"36393542","MED","PMC9346661","Our New York Quarantine Station.","J Comp Med Vet Arch","1","21","1900","47","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,NA,"36393542"
"36393552","MED","PMC9346671","Pennsylvania State Veterinary Medical Association.","J Comp Med Vet Arch","1","21","1900","58-59","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,NA,"36393552"
"36393544","MED","PMC9346663","Œstrus Ovis.","J Comp Med Vet Arch","1","21","1900","23-24","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Butterfield JF.","36393544"
"36393545","MED","PMC9346664","Periodic Ophthalmia.","J Comp Med Vet Arch","1","21","1900","19-20","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Luzader IM.","36393545"
"36393543","MED","PMC9346662","Some Everyday Cases.","J Comp Med Vet Arch","1","21","1900","37-39","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Phillips WS.","36393543"
"36393546","MED","PMC9346665","The Rise of the Veterinary Profession.","J Comp Med Vet Arch","1","21","1900","20-22","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Donaldson TA.","36393546"
"36393553","MED","PMC9346672","An Unclassified Disease Following Parturition in Cows.","J Comp Med Vet Arch","1","21","1900","24-27","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2022-11-18","1900-01-01",NA,NA,"Verschelden O.","36393553"
"36393540","MED","PMC9346659","Missouri Veterinary Medical Association.","J Comp Med Vet Arch","1","21","1900","59-60","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Bradley H.","36393540"
"36393554","MED","PMC9346673","The Veterinary Corps, U. S. Army.","J Comp Med Vet Arch","1","21","1900","41-45","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,NA,"36393554"
"36393551","MED","PMC9346670","Keystone Veterinary Medical Association.","J Comp Med Vet Arch","1","21","1900","55-56","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,"Ranck EM.","36393551"
"36393541","MED","PMC9346660","A Well-Deserved Recognition.","J Comp Med Vet Arch","1","21","1900","46-47","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-18","1900-01-01",NA,NA,NA,"36393541"
"PMC9346679","PMC","PMC9346679","Among New Books and Publications","J Comp Med Vet Arch","1","21","1900","47-50","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-11-17","1900-01-01",NA,NA,NA,NA
"36019268","MED","PMC8952087","The Physiological Therapeutics of Reasoning Madness.","Atlanta J Rec Med","10","1","1900","721-729","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-27","1900-01-01",NA,NA,"Lindorme CAF.","36019268"
"36019267","MED","PMC8952084","New York Notes.","Atlanta J Rec Med","10","1","1900","771-772","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-27","1900-01-01",NA,NA,NA,"36019267"
"36019266","MED","PMC8952083","Some Notes on the Philippines.","Atlanta J Rec Med","10","1","1900","729-734","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-27","1900-01-01",NA,NA,"Bourns FS.","36019266"
"36019265","MED","PMC8952082","Diet in Lithemia.","Atlanta J Rec Med","10","1","1900","734-738","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-27","1900-01-01",NA,NA,"Conklin AB.","36019265"
"36019264","MED","PMC8952081","Southern Surgical and Gynecological Association: Proceedings of the Twelfth Annual Meeting, Held in New Orleans, La., December 5, 6, 7, 1899.","Atlanta J Rec Med","10","1","1900","740-758","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-27","1900-01-01",NA,NA,NA,"36019264"
"36019263","MED","PMC8952080","The Southern Surgical and Gynecological Association.","Atlanta J Rec Med","10","1","1900","761-765","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-27","1900-01-01",NA,NA,NA,"36019263"
"36019262","MED","PMC8952077","Selections and Abstracts.","Atlanta J Rec Med","10","1","1900","775-792","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-27","1900-01-01",NA,NA,NA,"36019262"
"36019261","MED","PMC8952074","The Rise and Fall of Osteopathy in Georgia.","Atlanta J Rec Med","10","1","1900","759-761","editorial","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2022-08-27","1900-01-01",NA,NA,NA,"36019261"
"36019260","MED","PMC8952073","A Painless Application of Arsenical Paste.","Atlanta J Rec Med","10","1","1900","738-739","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-27","1900-01-01",NA,NA,"Nicolson WP.","36019260"
"PMC8952088","PMC","PMC8952088","An American Text-Book of Surgery, for Practitioners and Students","Atlanta J Rec Med","10","1","1900","773-773","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-26","1900-01-01",NA,NA,NA,NA
"PMC8952079","PMC","PMC8952079","Book Reviews","Atlanta J Rec Med","10","1","1900","773-775","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-26","1900-01-01",NA,NA,NA,NA
"PMC8952072","PMC","PMC8952072","News and Notes","Atlanta J Rec Med","10","1","1900","766-770","other","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-26","1900-01-01",NA,NA,NA,NA
"PMC8952075","PMC","PMC8952075","Refraction and How to Refract","Atlanta J Rec Med","10","1","1900","772-773","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-26","1900-01-01",NA,NA,NA,NA
"PMC8952078","PMC","PMC8952078","Annual and Analytical Cyclopædia of Practical Medicine","Atlanta J Rec Med","10","1","1900","774-774","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-26","1900-01-01",NA,NA,NA,NA
"33700983","MED","PMC6969729","Pulp Mummification.","Dent Regist","1","54","1900","6-14","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,"Soderberg T.","33700983"
"33700982","MED","PMC6969728","The Mummification of Pulp Tissue.","Dent Regist","1","54","1900","1-6","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,NA,"33700982"
"33700981","MED","PMC6969727","Thirty-Third Annual Meeting of the Ohio State Dental Society, Held at Columbus, Ohio, Dec. 5, 6, 7, 1899.","Dent Regist","1","54","1900","38-42","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,"Owens JR, Cook EM, Arnold O.","33700981"
"33700980","MED","PMC6969726","A New Method of Mummification of the Pulp.","Dent Regist","1","54","1900","14-19","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,"Boennecken.","33700980"
"33700979","MED","PMC6969724","A Hydro-Mechanical Theory of Sensitive Dentin.","Dent Regist","1","54","1900","49-50","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2021-03-12","1900-01-01",NA,NA,"Junkerman GS.","33700979"
"33700978","MED","PMC6969723","Mummification of the Dental Pulp.","Dent Regist","1","54","1900","27-32","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,NA,"33700978"
"33700977","MED","PMC6969722","Ancient Japanese Dental Art.","Dent Regist","1","54","1900","42-49","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,"Long TA.","33700977"
"33700976","MED","PMC6969721","Editorial.","Dent Regist","1","54","1900","51-54","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,NA,"33700976"
"33700975","MED","PMC6969720","Pulp Mummification.","Dent Regist","1","54","1900","19-27","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,"Houghton OE.","33700975"
"33700974","MED","PMC6969719","Some Past Incidents in the Life of the Dental Register.","Dent Regist","1","54","1900","32-38","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,"Editor.","33700974"
"PMC6067272","PMC","PMC6067272","Dr. Bonwill","Am J Dent Sci","9","33","1900","419-421","obituary","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2019-02-20","1900-01-01",NA,NA,NA,NA
"30750189","MED","PMC6067275","Dental Science in 1480-As Expounded by Peter De Largelata.","Am J Dent Sci","9","33","1900","424-426","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2019-02-13","1900-01-01",NA,NA,"Trueman WH.","30750189"
"30750188","MED","PMC6067273","Bleaching Devitalized Teeth with Pyrozone.","Am J Dent Sci","9","33","1900","410-415","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2019-02-13","1900-01-01",NA,NA,"Parker JP.","30750188"
"30750187","MED","PMC6067271","Monthly Summary.","Am J Dent Sci","9","33","1900","428-432","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2019-02-13","1900-01-01",NA,NA,NA,"30750187"
"30750186","MED","PMC6067269","Dental Fees.","Am J Dent Sci","9","33","1900","422-424","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2019-02-13","1900-01-01",NA,NA,NA,"30750186"
"30750185","MED","PMC6067268","Interstate Comity in Dental Legislation.","Am J Dent Sci","9","33","1900","385-409","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2019-02-13","1900-01-01",NA,NA,"Ottolengui R.","30750185"
